iter	PRAUC	Logloss
90	0.998194736	0.063504005
91	0.9982051475	0.06335677161
92	0.998217457	0.06316509765
93	0.9982265681	0.06294965756
94	0.9982320876	0.06284724958
95	0.9982516486	0.06257189542
96	0.9982516567	0.06256764887
97	0.9982651504	0.0623364326
98	0.9982811227	0.06209265862
99	0.9982815459	0.06208334742
100	0.9982877825	0.06197838765
101	0.9983109001	0.06162215703
102	0.998324382	0.06143647327
103	0.9983405951	0.06119584677
104	0.9983490188	0.06107500261
105	0.9983558277	0.06093046356
106	0.9983695602	0.0607162038
107	0.9983726039	0.06064204275
108	0.9983863107	0.06041219181
109	0.9983973139	0.06022004489
110	0.9984248755	0.05957086242
111	0.9984378267	0.05936247229
112	0.9984486449	0.05918343387
113	0.9984649727	0.05893795831
114	0.9984824991	0.05863492251
115	0.9984936167	0.05840947457
116	0.9985030504	0.05827822691
117	0.9985155823	0.05808629958
118	0.998526338	0.05790158716
119	0.9985224202	0.05787499334
120	0.9985270132	0.05768373371
121	0.9985361478	0.05752568084
122	0.9985448602	0.05737846506
123	0.9985652267	0.05668281223
124	0.9985721224	0.05653972028
125	0.9985887959	0.05615838583
126	0.9985955682	0.05604910658
127	0.9985955682	0.05604902829
128	0.9986322228	0.05518108531
129	0.9986329618	0.05517335523
130	0.9986388547	0.0550684487
131	0.9986427358	0.05500374696
132	0.9986496909	0.05482186193
133	0.9986507071	0.05480546947
134	0.998671136	0.05431391758
135	0.9986848846	0.05404398103
136	0.9986912206	0.05392980147
137	0.9987064671	0.05366552962
138	0.9987090912	0.0536103656
139	0.9987188024	0.05341353458
140	0.9987278878	0.05320978806
141	0.9987372884	0.05301101369
142	0.998744865	0.05288215162
143	0.9987507617	0.05271324021
144	0.9987509294	0.05270490102
145	0.9987510931	0.05270179959
146	0.9987532208	0.05266319366
147	0.9987603493	0.05248222769
148	0.9987703456	0.05228272018
149	0.9987705436	0.05227653022
150	0.998775833	0.05218793953
151	0.998785502	0.05184153986
152	0.9987997481	0.05147936066
153	0.998805841	0.05136837299
154	0.9988156096	0.05098279217
155	0.9988301021	0.05071114123
156	0.9988353107	0.05062610704
157	0.9988358698	0.05060817881
158	0.9988438442	0.0503735263
159	0.998844957	0.05035620576
160	0.9988473394	0.05030149658
161	0.9988523745	0.05018876951
162	0.9988559753	0.05006697325
163	0.9988623416	0.04983943395
164	0.9988724619	0.04938518181
165	0.9988805868	0.04925230501
166	0.9988813958	0.04923614767
167	0.9989006595	0.04888032705
168	0.9989071818	0.04870962231
169	0.998922115	0.04825009316
170	0.9989275819	0.04814266076
171	0.9989294546	0.04811236344
172	0.998931643	0.04807405181
173	0.9989379186	0.04795778592
174	0.9989508174	0.04760131754
175	0.9989559342	0.04745549519
176	0.9989624443	0.04736007643
177	0.9989662988	0.04727789949
178	0.9989698196	0.0471867077
179	0.9989758369	0.04707205314
180	0.9990014658	0.04636108253
181	0.999003571	0.04630372838
182	0.9990092145	0.04597241001
183	0.999020352	0.04570730663
184	0.9990221605	0.04567236612
185	0.9990272013	0.04557107864
186	0.9990341413	0.04529964222
187	0.9990414338	0.04505781846
188	0.9990414338	0.04505780851
189	0.9990414338	0.04505776921
190	0.9990456619	0.04498397533
191	0.9990534278	0.04482190169
192	0.9990553402	0.04478685862
193	0.9990602571	0.04468580955
194	0.9990654926	0.04455751505
195	0.9990738123	0.04426891904
196	0.9990792857	0.04412622353
197	0.9990805163	0.04410152781
198	0.9990805163	0.04410150494
199	0.999083577	0.04402687646
200	0.9990838527	0.04402087168
201	0.999088275	0.04385441421
202	0.999090449	0.04378996923
203	0.9990931374	0.04373487981
204	0.9990969174	0.04355770479
205	0.9990969174	0.04355770357
206	0.9990969174	0.04355770113
207	0.9991032641	0.04334323323
208	0.9991084276	0.04324421424
209	0.9991084785	0.04324166223
210	0.99911603	0.04303299831
211	0.9991200184	0.04294446024
212	0.9991216647	0.04291481765
213	0.9991232452	0.04288404753
214	0.9991272235	0.04280048058
215	0.9991279689	0.04278567203
216	0.9991292655	0.04276017434
217	0.9991314271	0.04268368826
218	0.9991350104	0.04261954429
219	0.9991360115	0.04258672326
220	0.9991424109	0.042418358
221	0.9991447755	0.04237374567
222	0.9991447752	0.04237371914
223	0.9991458175	0.04234482029
224	0.9991532964	0.04214884117
225	0.9991560917	0.04209860117
226	0.9991560896	0.04209858967
227	0.9991583164	0.0420596365
228	0.9991616249	0.04195526108
229	0.9991658178	0.0418651027
230	0.9991680453	0.04182555239
231	0.9991714612	0.04175488742
232	0.9991729426	0.04172352376
233	0.9991802161	0.0415098656
234	0.9991827927	0.04145032398
235	0.9991848365	0.04140955206
236	0.9991856781	0.04139129952
237	0.9991886148	0.0413107799
238	0.9991961879	0.04102726343
239	0.9991980562	0.04097473307
240	0.9992026141	0.04077592538
241	0.9992033612	0.04074788262
242	0.9992053548	0.04069436274
243	0.9992165325	0.04037021273
244	0.9992226001	0.04023312674
245	0.9992253533	0.04018041559
246	0.9992283352	0.04009281995
247	0.9992301304	0.04003919674
248	0.9992356233	0.03975084602
249	0.9992403172	0.03961197705
250	0.9992421505	0.03957467421
251	0.9992454319	0.03946444515
252	0.9992476596	0.03941093088
253	0.9992508446	0.03931057262
254	0.9992549755	0.03921583305
255	0.9992593493	0.03908973013
256	0.9992629317	0.03901399886
257	0.9992638705	0.03899193759
258	0.9992691392	0.03885457416
259	0.9992724939	0.03874149109
260	0.9992785833	0.03849071097
261	0.9992837173	0.03835169512
262	0.9992914636	0.03817733847
263	0.9992961446	0.03808759829
264	0.9993004217	0.03793838314
265	0.9993035136	0.03774620556
266	0.9993048443	0.03756275302
267	0.9993048447	0.03756273867
268	0.9993087727	0.03741035761
269	0.9993114634	0.03732339144
270	0.9993134481	0.03726452496
271	0.9993155461	0.03722197594
272	0.9993155461	0.03722197367
273	0.9993163413	0.03710801489
274	0.9993192354	0.03701959241
275	0.9993233788	0.03687098714
276	0.9993276778	0.03673274937
277	0.9993325109	0.03660389064
278	0.999339637	0.03626480893
279	0.999346697	0.03610678125
280	0.9993518643	0.03589345888
281	0.9993540548	0.03580389255
282	0.9993579155	0.03571113144
283	0.9993590276	0.03566285012
284	0.9993620866	0.03556559619
285	0.9993649678	0.03549280036
286	0.9993681442	0.03539492034
287	0.9993721562	0.03528560444
288	0.9993740198	0.03522901051
289	0.9993863287	0.0350380933
290	0.9993904109	0.03493423833
291	0.9993933758	0.0348319452
292	0.9993955026	0.03475344193
293	0.9993995769	0.03464121298
294	0.9994023033	0.0345406541
295	0.9994063219	0.03442230939
296	0.9994094352	0.03433049569
297	0.999414501	0.03416213024
298	0.9994164747	0.03409772893
299	0.9994207661	0.03397095964
300	0.9994244249	0.03387873279
301	0.9994269709	0.03379243646
302	0.9994372526	0.03352208252
303	0.9994395152	0.03344241048
304	0.9994409192	0.03339951921
305	0.9994421793	0.03324660298
306	0.9994454736	0.03305036444
307	0.999449299	0.03293971726
308	0.9994518799	0.03285776642
309	0.9994558152	0.03268184265
310	0.9994586228	0.03256072756
311	0.9994612533	0.03246721104
312	0.9994667174	0.03232094287
313	0.9994704406	0.03199445873
314	0.9994767048	0.03184456269
315	0.9994803809	0.03173854518
316	0.999482748	0.03162251537
317	0.9994913992	0.03142679138
318	0.9994944496	0.03129527246
319	0.9994962108	0.03122859193
320	0.9994986919	0.03114876627
321	0.9994998547	0.0311053768
322	0.9995040703	0.03099521694
323	0.9995100952	0.03087662391
324	0.9995128415	0.03077932504
325	0.9995144268	0.03071704039
326	0.9995229304	0.03032623867
327	0.9995253916	0.03026299384
328	0.9995277344	0.03016554229
329	0.9995316	0.03007066791
330	0.9995330048	0.03000723773
331	0.999534957	0.0298438196
332	0.9995408093	0.0295330909
333	0.9995426318	0.02946817227
334	0.9995443592	0.0293918041
335	0.9995466478	0.02928445618
336	0.9995485761	0.02921540096
337	0.999549632	0.02916651465
338	0.9995509856	0.02907283182
339	0.9995529634	0.02902470972
340	0.9995548625	0.02895134991
341	0.9995577534	0.0288308434
342	0.9995611035	0.02854909702
343	0.9995628505	0.02849425272
344	0.9995650298	0.02841669221
345	0.9995677029	0.02832689373
346	0.9995697073	0.02821837008
347	0.999571681	0.02814598874
348	0.9995746306	0.02802468203
349	0.9995756905	0.02798084995
350	0.9995773831	0.02790586316
351	0.9995802416	0.02777261916
352	0.999581688	0.02771781498
353	0.9995839639	0.02761979773
354	0.9995891744	0.02742337867
355	0.999592721	0.0273342663
356	0.9995942115	0.02726249144
357	0.9995956287	0.02720334902
358	0.9995966348	0.02717198701
359	0.9995988151	0.02709928843
360	0.9996017387	0.02697118986
361	0.9996033672	0.02690395258
362	0.9996046584	0.02683492668
363	0.9996067231	0.02676883006
364	0.9996078735	0.02671969392
365	0.9996103819	0.02664098422
366	0.9996126274	0.02658266713
367	0.9996149123	0.02647760733
368	0.9996173554	0.02639591067
369	0.9996191063	0.02629257732
370	0.9996234303	0.0261315198
371	0.9996244287	0.02605027654
372	0.9996247345	0.02597429658
373	0.9996265448	0.02590519367
374	0.9996303228	0.02578884846
375	0.999635283	0.02554491894
376	0.9996364073	0.02542102491
377	0.9996389386	0.0253206545
378	0.9996407924	0.02524550334
379	0.9996421475	0.02519032406
380	0.9996442065	0.02508301885
381	0.9996453751	0.02504251083
382	0.9996463957	0.02499256806
383	0.999648499	0.02493321071
384	0.9996493656	0.02486456296
385	0.9996505491	0.02476293137
386	0.9996515277	0.02466391778
387	0.9996529544	0.02459879587
388	0.9996589727	0.02438996457
389	0.9996609907	0.0243251607
390	0.9996621072	0.02427219699
391	0.9996633148	0.02421034156
392	0.9996658924	0.02412791187
393	0.9996677915	0.02405558909
394	0.9996706523	0.02397068326
395	0.999671442	0.02392982304
396	0.9996729946	0.02387430531
397	0.9996750472	0.02381031546
398	0.9996772971	0.02372968511
399	0.999678603	0.02368658385
400	0.9996812931	0.02357867532
401	0.9996841671	0.02345966586
402	0.999685622	0.023397015
403	0.9996868316	0.02334845006
404	0.9996887181	0.02326841194
405	0.9996902838	0.02320234053
406	0.9996919437	0.02314133923
407	0.999693597	0.02309719924
408	0.9996953871	0.02301962514
409	0.9996962247	0.02296991044
410	0.999697344	0.02290217138
411	0.9996987775	0.02284203985
412	0.9996998291	0.02280978572
413	0.9997008015	0.02270801463
414	0.9997030251	0.02259561281
415	0.9997039205	0.02255647946
416	0.9997048657	0.02246452467
417	0.9997073537	0.02233874275
418	0.9997099472	0.02222570017
419	0.9997116664	0.02215943008
420	0.9997130114	0.02210776475
421	0.9997145529	0.02206631222
422	0.9997160562	0.02201646094
423	0.9997172095	0.02198424701
424	0.9997190791	0.02191873832
425	0.9997195958	0.02187876696
426	0.9997204773	0.02180984221
427	0.9997214665	0.02176910179
428	0.9997222711	0.02171024767
429	0.999724028	0.02166203419
430	0.9997261313	0.02158991844
431	0.9997276369	0.0215332998
432	0.9997294788	0.02146349315
433	0.9997310816	0.02139765684
434	0.9997323583	0.0213388657
435	0.9997339953	0.02129021248
436	0.9997349857	0.02124362311
437	0.9997363134	0.0211889897
438	0.9997376663	0.02110321587
439	0.9997395288	0.02104404577
440	0.9997403023	0.02102043975
441	0.9997425976	0.02095330481
442	0.9997434117	0.02092590917
443	0.9997447715	0.0208714866
444	0.9997468543	0.02080847366
445	0.999747816	0.02076357168
446	0.9997486154	0.02070660947
447	0.9997495358	0.02066101139
448	0.9997503432	0.02061145453
449	0.9997516229	0.02056519381
450	0.9997527025	0.0205047724
451	0.99975413	0.02043367403
452	0.9997547255	0.02039635764
453	0.9997556794	0.02034556771
454	0.9997564893	0.02028734958
455	0.9997588264	0.0201627694
456	0.9997598447	0.02011464869
457	0.9997618583	0.02004307016
458	0.9997620933	0.02002477607
459	0.9997644044	0.01992549011
460	0.9997650174	0.01989512558
461	0.9997662761	0.01984627839
462	0.9997671815	0.01979049026
463	0.9997684797	0.01974104045
464	0.999769227	0.01968599013
465	0.9997702174	0.0196328265
466	0.9997709939	0.01958387394
467	0.9997727926	0.01952417841
468	0.9997738109	0.01948562115
469	0.9997746731	0.01938268515
470	0.9997755448	0.01934274855
471	0.9997760051	0.01929858197
472	0.9997771298	0.01925443552
473	0.9997781412	0.0192101413
474	0.9997788663	0.01917070855
475	0.9997794816	0.01910212699
476	0.9997804747	0.01904708498
477	0.9997810109	0.01901105489
478	0.9997812357	0.01898392264
479	0.9997818798	0.0189487882
480	0.9997827636	0.01892251339
481	0.9997833845	0.01887118973
482	0.9997840286	0.01881672642
483	0.9997850767	0.01876427409
484	0.9997859168	0.01870391959
485	0.9997865789	0.01867678291
486	0.9997870848	0.01862739458
487	0.9997873297	0.01859797961
488	0.9997876469	0.01858083956
489	0.9997885082	0.01854685854
490	0.9997890233	0.01852061322
491	0.9997896263	0.01849192227
492	0.9997902867	0.01843933311
493	0.9997906125	0.01841652493
494	0.9997915461	0.01838796203
495	0.999792182	0.01835822538
496	0.9997933621	0.01829254568
497	0.9997938226	0.01824617443
498	0.9997952252	0.01818064052
499	0.9997955555	0.01815277725
500	0.9997959885	0.01812052736
501	0.9997964363	0.01809071016
502	0.9997973473	0.01802035953
503	0.9997982766	0.01798915477
504	0.999798753	0.01797012197
505	0.9997998079	0.01792340089
506	0.9998002937	0.01789387733
507	0.9998008607	0.01786623171
508	0.9998010556	0.01784061489
509	0.9998024196	0.01777452639
510	0.9998030573	0.01772793856
511	0.9998038734	0.01769121945
512	0.9998044828	0.01767547456
513	0.9998050888	0.01757144302
514	0.9998058323	0.0175245631
515	0.9998067043	0.01749191641
516	0.9998069196	0.01748121319
517	0.9998075057	0.01745413129
518	0.9998081605	0.01739295855
519	0.9998087416	0.01736638665
520	0.9998094374	0.01734405044
521	0.9998103452	0.01730688897
